"function","addr","addr_end","type","unit","name","name_for_id","usertype","decimals","description",
3,43220,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43221,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43222,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43223,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43224,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43225,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43226,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43227,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43228,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43229,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43230,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43231,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43232,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43233,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43234,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43235,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43236,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43237,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43238,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43239,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43240,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43241,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43242,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43243,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43244,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43245,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43246,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43247,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43248,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43221-43248",
3,43249,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43249 Special Settings – MPPTparallel & IgFollow",
3,43250,43251,"U32 ",,"Data logger S/N ","Data logger SN","int",,"Convert the uploaded S/N to decimal and display it again",
3,43252,,"U16 ",,"Reserved ",,"int",,"Reserved for data logger S/N",
3,43253,,"U16 ",,"Reserved ",,"int",,"Reserved for data logger S/N",
3,43254,,"U16 ",,"Reserved ",,"int",,"Reserved for data logger S/N",
3,43255,43256,"U32 ",,"Data logger IP address",,"int",,"Convert the uploaded IP address to decimal and display it again",
3,43257,,"U16 ",,"Data logger signal strength",,"int",,"Reserved for wireless devices",
3,43258,,"U16 ",,"Data logger status word 1",,"int",,"All bits 0000: normal operation;
BIT00:0: The inverter and data logger are connected normally
1: Inverter and data logger failed to connect.
BIT01: 0: The data logger and server are connected properly.
1: Data logger and server failed to connect
BIT02: Reserved
BIT03-BIT15:Reserved",
3,43259,,"U16",,"Reserved ",,"int",,,
3,43260,,"U16",,"Reserved ",,"int",,,
3,43261,,"U16",,"Reserved ",,"int",,,
3,43262,,"U16",,"Reserved ",,"int",,,
3,43263,,"U16",,"Reserved ",,"int",,,
3,43264,,"U16",,"Reserved ",,"int",,,
3,43265,,"U16",,"Reserved ",,"int",,,
3,43266,,"U16",,"Reserved ",,"int",,,
3,43267,,"U16",,"Reserved ",,"int",,,
3,43268,,"U16",,"Reserved ",,"int",,,
3,43269,,"U16",,"Reserved ",,"int",,,
3,43270,,"U16",,"Reserved ",,"int",,,
3,43271,,"U16",,"Reserved ",,"int",,,
3,43272,,"U16",,"Reserved ",,"int",,,
3,43273,,"U16",,"Reserved ",,"int",,,
3,43274,,"U16",,"Reserved ",,"int",,,
3,43275,,"U16",,"Reserved ",,"int",,,
3,43276,,"U16",,"Reserved ",,"int",,,
3,43277,,"U16",,"Reserved ",,"int",,,
3,43278,,"U16",,"Reserved ",,"int",,,
3,43279,,"U16",,"Reserved ",,"int",,,
3,43280,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		2020-06-21 		Add 43080",
3,43281,,"U16",,"Reserved ",,"int",,,
3,43282,,"U16",,"Reserved ",,"int",,,
3,43283,,"U16",,"Reserved ",,"int",,,
3,43284,,"U16",,"Reserved ",,"int",,,
3,43285,,"U16",,"Reserved ",,"int",,,
3,43286,,"U16",,"Reserved ",,"int",,,
3,43287,,"U16",,"Reserved ",,"int",,,
3,43288,,"U16",,"Reserved ",,"int",,,
3,43289,,"U16",,"Reserved ",,"int",,,
3,43290,,"U16",,"Reserved ",,"int",,,
3,43291,,"U16",,"Reserved ",,"int",,,
3,43292,,"U16",,"Reserved ",,"int",,,
3,43293,,"U16",,"Reserved ",,"int",,,
3,43294,,"U16",,"Reserved ",,"int",,,
3,43295,,"U16",,"Reserved ",,"int",,,
3,43296,,"U16",,"Reserved ",,"int",,,
3,43297,,"U16",,"Reserved ",,"int",,,
3,43298,,"U16",,"Reserved ",,"int",,,
3,43299,,"U16",,"Reserved ",,"int",,,
3,43300,,"U16",,"Reserved ",,"int",,,
3,43301,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43301 self-check function ON/OFFBIT00 indicates fan self-check",
